timestamp,temperature,pressure,flow_rate,vibration_level,valve_position,motor_speed,chemical_concentration,anomaly_label
2/1/2025 0:00,72.15663212,2.844295814,116.9459251,0.028877106,76.66982603,1500.970338,137.9090557,0
2/1/2025 0:01,76.19838876,2.777697131,125.2681433,0.014519237,75.87067593,1427.047858,193.193671,0
2/1/2025 0:02,61.76740714,2.430471949,117.6743893,-0.015302837,70.23181094,1390.664104,191.119068,0
2/1/2025 0:03,79.13097896,2.782162918,132.2719994,0.018582548,81.15817833,1404.93237,193.7348979,0
2/1/2025 0:04,118.3739083,3.790858862,186.196217,0.059280889,135.5001176,2290.293763,326.39236,1
2/1/2025 0:05,76.92095908,2.534613198,140.7669693,0.020450803,74.6054391,1575.289345,159.3547023,0
2/1/2025 0:06,74.88349528,3.030355262,140.6409868,0.013644064,79.64700842,1545.913848,158.3392757,0
2/1/2025 0:07,78.83585139,2.209365529,111.4815444,0.013704653,77.5051493,1391.531722,160.2183499,0
2/1/2025 0:08,79.25498788,2.651650051,128.6655758,0.031785838,77.25284086,1540.810701,172.0888956,0
2/1/2025 0:09,83.00164937,2.52626987,114.4176998,0.035375828,85.28311665,1393.278723,181.2495836,0
2/1/2025 0:10,69.51805785,2.6377771,120.5798964,0.005137381,76.98753428,1363.279001,246.2508127,0
2/1/2025 0:11,74.18081815,2.586689206,133.6531128,0.010961074,79.93272147,1210.266759,158.4294969,0
2/1/2025 0:12,81.35944096,2.55647201,104.4581444,0.01946355,82.99292199,1373.773816,160.8052938,0
2/1/2025 0:13,68.68667055,2.721017041,110.1115468,0.012912087,81.54853842,1417.885327,191.2005409,0
2/1/2025 0:14,76.41398251,2.668175792,103.5522178,0.037206476,76.50042007,1616.195321,176.5307964,0
2/1/2025 0:15,80.07495041,2.376618368,119.7356014,0.021450058,81.90755477,1575.582681,183.3019749,0
2/1/2025 0:16,120.0021281,3.647791699,189.5462611,0.0368875,113.9303664,2418.193207,302.743916,1
2/1/2025 0:17,78.14681956,2.154758963,129.3849021,0.0310722,76.96624821,1412.811127,197.5652744,0
2/1/2025 0:18,77.8989343,2.601456412,120.8372739,0.016892081,77.53245321,1325.89275,206.5907844,0
2/1/2025 0:19,71.79494776,2.477804767,98.86549474,-0.000625811,78.24618518,1516.055829,154.168592,0
2/1/2025 0:20,70.77556059,2.48072826,108.493394,0.021611684,79.464234,1393.694189,169.0691855,0
2/1/2025 0:21,83.40355272,2.745889218,117.6929278,0.013287562,79.05578804,1624.503189,179.66304,0
2/1/2025 0:22,79.17304128,2.498561013,128.899682,0.018590793,86.55000136,1535.041941,185.5279901,0
2/1/2025 0:23,71.58053199,2.550419503,119.5955502,0.027155057,80.21648996,1478.181629,182.8676936,0
2/1/2025 0:24,70.88068777,2.572730729,132.5757096,0.010067339,86.08487336,1484.777765,154.9814664,0
2/1/2025 0:25,81.52823539,2.123522433,141.4987298,0.022539358,76.83747472,1762.787957,183.5992786,0
2/1/2025 0:26,77.36400745,3.034234769,124.6907444,-0.001594682,85.82277244,1401.652258,203.8175109,0
2/1/2025 0:27,74.03983154,2.466569174,124.5690252,0.018046935,78.75132827,1349.779952,193.5971395,0
2/1/2025 0:28,75.62908522,2.495700162,115.4490689,0.021605799,86.80239348,1633.170286,155.4053907,0
2/1/2025 0:29,81.6353402,2.595561846,127.2021934,0.021213188,81.91588863,1488.823033,194.0694278,0
2/1/2025 0:30,69.69558586,2.326814274,122.6475359,0.013279073,79.5564336,1507.012059,211.0589362,0
2/1/2025 0:31,72.58286304,2.799730421,116.5340282,0.024514212,69.75625048,1573.756474,187.7034607,0
2/1/2025 0:32,72.26419956,2.38661016,127.7055432,0.031724976,74.84330183,1523.91168,186.4443574,0
2/1/2025 0:33,73.87270648,2.513355112,115.0761158,0.019981751,79.05121296,1484.271884,170.3505114,0
2/1/2025 0:34,70.74613956,2.418893436,133.3699344,0.013293384,73.46062075,1370.017964,195.7713862,0
2/1/2025 0:35,78.19378938,2.574041009,121.9420747,0.022532736,77.53547852,1391.644426,213.9039682,0
2/1/2025 0:36,73.47599157,2.955601497,119.0614023,0.027910015,87.45734805,1425.714849,157.7483932,0
2/1/2025 0:37,75.06307413,2.421139168,129.4817079,0.020283758,83.10828474,1491.457416,186.699844,0
2/1/2025 0:38,71.81934096,2.587992859,127.311491,0.006151992,80.86242349,1384.4898,167.0121635,0
2/1/2025 0:39,125.8381149,3.629691027,128.8953895,0.028790441,120.8059814,2165.804519,281.1677918,1
2/1/2025 0:40,82.58879413,2.660821579,122.3858114,0.020328858,78.3356946,1644.765492,165.2826287,0
2/1/2025 0:41,73.42394756,2.352342228,109.5220392,0.026352558,93.21242774,1481.174797,175.5962758,0
2/1/2025 0:42,71.14043331,2.465956573,126.048952,0.029343898,85.86137159,1662.736914,147.9872103,0
